CSV Import Log - 2026-02-07T12:10:29.120278
✓ 📝 Added: https://www.cell.com/cell-reports-physical-science/fulltext/... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
⚠️ Row 1368: No title or URL, skipping
⚠️ Row 1369: No title or URL, skipping
⚠️ Row 1370: No title or URL, skipping
⚠️ Row 1371: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/8052518... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9830474... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877531... (incomplete)
✓ 📝 Added: https://chemrxiv.org/engage/chemrxiv/article-details/66e8717... (incomplete)
✓ 📝 Added: https://doi.org/10.1149/1945-7111/ad5d21... (incomplete)
⚠️ Row 1378: No title or URL, skipping
✓ 📝 Added: https://www.nature.com/articles/s41560-024-01528-4... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/sdata201920... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S266624852... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/10.1002/aenm.202300942... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/17/23/6052... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/10/7/226... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S221282712... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235234092... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S00134... (incomplete)
✓ 📝 Added: https://dl.acm.org/doi/10.1145/3529399.3529402... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S00134... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S01968... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S254243512... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41467-023-43138-w... (incomplete)
⚠️ Row 1396: No title or URL, skipping
✓ 📝 Added: https://www.proquest.com/openview/371ee83dfeffadf1c894f9e73e... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41467-022-35393-0... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
⚠️ Row 1401: No title or URL, skipping
✓ 📝 Added: https://ieeexplore.ieee.org/document/9813961... (incomplete)
⚠️ Row 1403: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S095965262... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S266654682... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10136915... (incomplete)
⚠️ Row 1408: No title or URL, skipping
⚠️ Row 1409: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/aba5d1... (incomplete)
✓ 📝 Added: https://eprints.soton.ac.uk/469043/... (incomplete)
⚠️ Row 1413: No title or URL, skipping
✓ 📝 Added: https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4620843... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S01420... (incomplete)
⚠️ Row 1416: No title or URL, skipping
✓ 📝 Added: https://arxiv.org/abs/2202.12416... (incomplete)
⚠️ Row 1418: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/full/10.1002/smtd.202100... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
⚠️ Row 1423: No title or URL, skipping
⚠️ Row 1424: No title or URL, skipping
⚠️ Row 1425: No title or URL, skipping
⚠️ Row 1426: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
⚠️ Row 1428: No title or URL, skipping
⚠️ Row 1429: No title or URL, skipping
⚠️ Row 1430: No title or URL, skipping
⚠️ Row 1431: No title or URL, skipping
⚠️ Row 1432: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S266638642... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://arxiv.org/abs/2403.02527... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S15684... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S01420... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
⚠️ Row 1442: No title or URL, skipping
⚠️ Row 1443: No title or URL, skipping
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/8810747... (incomplete)
⚠️ Row 1445: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S24058... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S24058... (incomplete)
⚠️ Row 1450: No title or URL, skipping
✓ 📝 Added: https://www.mdpi.com/1996-1073/5/5/1455... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ac1a85... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9514891... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://community.nxp.com/t5/NXP-Model-Based-Design-Tools/De... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9867529... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/2.F10223IF/meta... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/8/10/151... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/7/3/46... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/14/17/5220... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1.3557892... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/10.1002/aenm.202103712... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41467-023-37989-6... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/9938414... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S09601... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.mdpi.com/1996-1073/15/4/1342... (incomplete)
✓ 📝 Added: https://www.cell.com/joule/fulltext/S2542-4351(21)00532-8... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S277315372... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S240582972... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/abs/10.1002/aenm.2023014... (incomplete)
✓ 📝 Added: https://nasa.github.io/progpy/... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ac6453... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S13594... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S24058... (incomplete)
⚠️ Row 1497: No title or URL, skipping
⚠️ Row 1498: No title or URL, skipping
✓ 📝 Added: https://www.nature.com/articles/s41893-019-0233-2... (incomplete)
✓ 📝 Added: https://www.aerospacetestinginternational.com/features/adapt... (incomplete)
✓ 📝 Added: https://www.linkedin.com/pulse/review-easa-requirements-evto... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/7/2/25/htm... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/8/4/33... (incomplete)
✓ 📝 Added: https://www.mathworks.com/videos/battery-state-estimation-us... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://papers.phmsociety.org/index.php/phmconf/article/view... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S136403212... (incomplete)
✓ 📝 Added: https://chemrxiv.org/engage/chemrxiv/article-details/60ed40e... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ac53cc... (incomplete)
✓ 📝 Added: https://pubs.acs.org/doi/10.1021/accountsmr.1c00244#... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41524-022-00713-x... (incomplete)
✓ 📝 Added: https://www.cell.com/patterns/fulltext/S2666-3899(22)00128-3... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s44172-024-00304-2... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s44172-024-00299-w... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S001346862... (incomplete)
✓ 📝 Added: https://ofb.net/~ania/Anias-BMS-Course/... (incomplete)
✓ 📝 Added: https://orbit.dtu.dk/en/publications/a-simplified-electric-v... (incomplete)
⚠️ Row 1522: No title or URL, skipping
⚠️ Row 1523: No title or URL, skipping
✓ 📝 Added: https://pubs.acs.org/doi/10.1021/acsomega.3c06796... (incomplete)
✓ 📝 Added: https://www.cell.com/cell-reports-physical-science/fulltext/... (incomplete)
✓ 📝 Added: https://arxiv.org/abs/1905.02081... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S25901... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/acf886... (incomplete)
✓ 📝 Added: https://pubs.rsc.org/en/content/articlelanding/2023/FD/D3FD0... (incomplete)
✓ 📝 Added: https://chemistry-europe.onlinelibrary.wiley.com/doi/full/10... (incomplete)
⚠️ Row 1532: No title or URL, skipping
✓ 📝 Added: https://chemrxiv.org/engage/chemrxiv/article-details/6463bdf... (incomplete)
⚠️ Row 1534: No title or URL, skipping
✓ 📝 Added: https://www.nature.com/articles/s41598-023-33018-0... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41467-023-40574-6... (incomplete)
✓ 📝 Added: https://pubs.rsc.org/en/content/articlelanding/2023/ya/d3ya0... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/10.1002/aenm.202102702... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03062... (incomplete)
❌ Failed: https://www.analog.com/en/resources/technical-articles/a-clo... - [Errno 22] Invalid argument: 'data\\metadata.json'
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03797... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ace65d... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S030626192... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/10188476... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S235248472... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/8070984... (incomplete)
✓ 📝 Added: https://chemistry-europe.onlinelibrary.wiley.com/doi/10.1002... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/acde10... (incomplete)
⚠️ Row 1551: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
⚠️ Row 1557: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S030626192... (incomplete)
✓ 📝 Added: https://www.cell.com/joule/fulltext/S2542-4351(23)00120-4... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/acd8f8... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/1945-7111/ad0ccd... (incomplete)
✓ 📝 Added: https://iopscience.iop.org/article/10.1149/2.0871507jes... (incomplete)
✓ 📝 Added: https://onlinelibrary.wiley.com/doi/full/10.1002/aenm.202300... (incomplete)
✓ 📝 Added: https://pubs.acs.org/doi/10.1021/acsenergylett.3c00724... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S25901... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S254243512... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S030626192... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/document/10093995... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
⚠️ Row 1575: No title or URL, skipping
✓ 📝 Added: https://www.mdpi.com/1996-1073/14/17/5434... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
⚠️ Row 1578: No title or URL, skipping
⚠️ Row 1579: No title or URL, skipping
⚠️ Row 1580: No title or URL, skipping
⚠️ Row 1581: No title or URL, skipping
⚠️ Row 1582: No title or URL, skipping
⚠️ Row 1583: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://chemistry-europe.onlinelibrary.wiley.com/doi/10.1002... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://arxiv.org/abs/2304.13666... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S23521... (incomplete)
✓ 📝 Added: https://www.nature.com/articles/s41560-024-01675-8... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S036054422... (incomplete)
✓ 📝 Added: https://www.mdpi.com/2313-0105/10/12/433... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/10786250... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S037877532... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S277267112... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S030626192... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/10793403... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S136403212... (incomplete)
✓ 📝 Added: https://link.springer.com/article/10.1007/s11581-024-05968-6... (incomplete)
✓ 📝 Added: https://ebiltegia.mondragon.edu/xmlui/handle/20.500.11984/68... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03787... (incomplete)
⚠️ Row 1604: No title or URL, skipping
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S030626192... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/pii/S2352152X2... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://link.springer.com/article/10.1007/s11581-024-06019-w... (incomplete)
✓ 📝 Added: https://ieeexplore.ieee.org/abstract/document/10811954... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://www.sciencedirect.com/science/article/abs/pii/S03605... (incomplete)
✓ 📝 Added: https://www.cell.com/joule/fulltext/S2542-4351(24)00510-5... (incomplete)
⚠️ Row 1613: No title or URL, skipping
⚠️ Row 1614: No title or URL, skipping
